X,orig_gene,proc_gene
4619,cipcb,cipcb
4620,CIR1,CIR1
4621,cirbpa,cirbpa
4622,cirbpb,cirbpb
4623,cisd1,cisd1
4624,cish,cish
4625,cishb,cishb
4626,cita,cita
4627,citb,citb
4628,cited1,cited1
4629,cited2,cited2
4630,cited4a,cited4a
4631,cited4b,cited4b
4632,ciz1a,ciz1a
4633,ciz1b,ciz1b
4634,ckap2l,ckap2l
4635,ckap4,ckap4
4636,ckap5,ckap5
4637,ckba,ckba
4638,ckbb,ckbb
4639,ckma,ckma
4640,ckmb,ckmb
4641,ckmt1,ckmt1
4642,ckmt2a,ckmt2a
4643,ckmt2b,ckmt2b
4644,cks1b,cks1b
4645,clasp1a,clasp1a
4646,clasp2,clasp2
4647,clasrp,clasrp
4648,clca1,clca1
4649,clcf1,clcf1
4650,clcn1a,clcn1a
4651,clcn1b,clcn1b
4652,clcn2a,clcn2a
4653,clcn2b,clcn2b
4654,clcn2c,clcn2c
4655,clcn3,clcn3
4656,clcn4,clcn4
4657,clcn5a,clcn5a
4658,clcn5b,clcn5b
4659,clcn6,clcn6
4660,clcn7,clcn7
4661,clcnk,clcnk
4662,cldn1,cldn1
4663,cldn10a,cldn10a
4664,cldn10b,cldn10b
4665,cldn10l2,cldn10l2
4666,cldn11a,cldn11a
4667,cldn11b,cldn11b
4668,cldn12,cldn12
4669,cldn15b,cldn15b
4670,cldn15la,cldn15la
4671,cldn15lb,cldn15lb
4672,cldn17,cldn17
4673,cldn18,cldn18
4674,cldn19,cldn19
4675,cldn2,cldn2
4676,cldn23a,cldn23a
4677,cldn23b,cldn23b
4678,cldn34a,cldn34a
4679,cldn5a,cldn5a
4680,cldn5b,cldn5b
4681,cldn7a,cldn7a
4682,cldn7b,cldn7b
4683,cldn8,cldn8
4684,cldna,cldna
4685,cldnb,cldnb
4686,cldnc,cldnc
4687,cldnd,cldnd
4688,cldnd1a,cldnd1a
4689,cldnd1b,cldnd1b
4690,cldne,cldne
4691,cldnf,cldnf
4692,cldng,cldng
4693,cldnh,cldnh
4694,cldni,cldni
4695,cldnk,cldnk
4696,clec11a,clec11a
4697,clec14a,clec14a
4698,clec16a,clec16a
4699,clec19a,clec19a
4700,CLEC3A,CLEC3A
4701,clec3ba,clec3ba
4702,clgn,clgn
4703,clic1,clic1
4704,clic2,clic2
4705,clic3,clic3
4706,clic4,clic4
4707,clic5a,clic5a
4708,clint1a,clint1a
4709,clint1b,clint1b
4710,clip1a,clip1a
4711,clip2,clip2
4712,clip3,clip3
4713,CLIP4,CLIP4
4714,clk2a,clk2a
4715,clk2b,clk2b
4716,clk4a,clk4a
4717,clk4b,clk4b
4718,clmn,clmn
4719,cln3,cln3
4720,cln5,cln5
4721,cln6a,cln6a
4722,cln6b,cln6b
4723,cln8,cln8
4724,clns1a,clns1a
4725,clocka,clocka
4726,clockb,clockb
4727,clp1,clp1
4728,clpb,clpb
4729,clpp,clpp
4730,clptm1,clptm1
4731,clptm1l,clptm1l
4732,clpxa,clpxa
4733,clpxb,clpxb
4734,clrn1,clrn1
4735,clrn2,clrn2
4736,clrn3,clrn3
4737,clstn1,clstn1
4738,clstn2,clstn2
4739,clstn3,clstn3
4740,clta,clta
4741,cltb,cltb
4742,cltca,cltca
4743,cltcb,cltcb
4744,cltcl1,cltcl1
4745,clu,clu
4746,cluap1,cluap1
4747,cluha,cluha
4748,cluhb,cluhb
4749,clul1,clul1
4750,clvs2,clvs2
4751,clybl,clybl
4752,cmah,cmah
4753,cmasa,cmasa
4754,cmbl,cmbl
4755,cmc1,cmc1
4756,cmc2,cmc2
4757,cmc4,cmc4
4758,cmip,cmip
4759,cmklr1,cmklr1
4761,cmlc1,cmlc1
4762,cmn,cmn
4763,cmpk,cmpk
4764,cmss1,cmss1
4765,cmtm3,cmtm3
4766,cmtm4,cmtm4
4767,cmtm6,cmtm6
4768,cmtm7,cmtm7
4769,cmtm8a,cmtm8a
4770,cmtm8b,cmtm8b
4771,cmtr1,cmtr1
4772,cmtr2,cmtr2
4773,cmya5,cmya5
4774,cnbd1,cnbd1
4775,cnbpa,cnbpa
4776,cnbpb,cnbpb
4777,cndp2,cndp2
4778,cnep1r1,cnep1r1
4779,cnfn,cnfn
4780,cnga1a,cnga1a
4781,cnga1b,cnga1b
4782,cnga2a,cnga2a
4783,cnga3a,cnga3a
4784,cngb1a,cngb1a
4785,cngb3.1,cngb3.1
4786,cngb3.2,cngb3.2
4787,cngk,cngk
4788,cnih1,cnih1
4789,cnih2,cnih2
4790,cnih3,cnih3
4791,cnih4,cnih4
4792,cnksr1,cnksr1
4793,cnksr2a,cnksr2a
4794,cnksr2b,cnksr2b
4795,cnksr3,cnksr3
4796,cnmd,cnmd
4797,cnn1a,cnn1a
4798,cnn1b,cnn1b
4799,cnn2,cnn2
4800,cnn3a,cnn3a
4801,cnn3b,cnn3b
4802,CNNM1,CNNM1
4803,cnnm2a,cnnm2a
4804,cnnm2b,cnnm2b
4805,cnnm4a,cnnm4a
4806,cnnm4b,cnnm4b
4807,cnot1,cnot1
4808,cnot10,cnot10
4809,cnot11,cnot11
4810,cnot2,cnot2
4811,cnot3a,cnot3a
4812,cnot3b,cnot3b
4813,cnot4a,cnot4a
4814,cnot4b,cnot4b
4815,cnot6a,cnot6a
4816,cnot6b,cnot6b
4817,cnot6l,cnot6l
4818,cnot7,cnot7
4819,cnot8,cnot8
4820,cnot9,cnot9
4821,cnp,cnp
4822,cnppd1,cnppd1
4823,cnpy1,cnpy1
4824,cnpy2,cnpy2
4825,cnpy3,cnpy3
4826,cnpy4,cnpy4
4827,cnr1,cnr1
4828,cnrip1a,cnrip1a
4829,cnrip1b,cnrip1b
4830,cnsta,cnsta
4831,cnstb,cnstb
4832,cntf,cntf
4833,cntfr,cntfr
4834,cntln,cntln
4835,cntn1a,cntn1a
4836,cntn1b,cntn1b
4837,cntn2,cntn2
4838,cntn3a.1,cntn3a.1
4839,cntn3a.2,cntn3a.2
4840,cntn3b,cntn3b
4841,cntn4,cntn4
4842,cntn5,cntn5
4843,cntnap1,cntnap1
4844,cntnap2a,cntnap2a
4845,cntnap2b,cntnap2b
4846,cntnap3,cntnap3
4847,cntnap5a,cntnap5a
4848,cntnap5b,cntnap5b
4849,cntnap5l,cntnap5l
4850,cntrl,cntrl
4851,coa3a,coa3a
4852,coa3b,coa3b
4853,COA4,COA4
4854,coa5,coa5
4855,coa6,coa6
4856,coa7,coa7
4857,coasy,coasy
4858,cobl,cobl
4859,cobll1a,cobll1a
4860,cobll1b,cobll1b
4861,coch,coch
4862,cog1,cog1
4863,cog2,cog2
4864,cog3,cog3
4865,cog5,cog5
4866,cog6,cog6
4867,cog7,cog7
4868,cog8,cog8
4869,coil,coil
4870,col10a1a,col10a1a
4871,col10a1b,col10a1b
4872,col11a1a,col11a1a
4873,col11a1b,col11a1b
4874,col11a2,col11a2
4875,col12a1a,col12a1a
4876,col12a1b,col12a1b
4877,col13a1,col13a1
4878,col14a1a,col14a1a
4879,col14a1b,col14a1b
4880,col15a1a,col15a1a
4881,col15a1b,col15a1b
4882,col16a1,col16a1
4883,col17a1a,col17a1a
4884,col17a1b,col17a1b
4885,col18a1a,col18a1a
4886,col18a1b,col18a1b
4887,col19a1,col19a1
4888,col1a1a,col1a1a
4889,col1a1b,col1a1b
4890,col1a2,col1a2
4891,col21a1,col21a1
4892,col24a1,col24a1
4893,col27a1b,col27a1b
4894,col28a1a,col28a1a
4895,col28a1b,col28a1b
4896,col28a2a,col28a2a
4897,col28a2b,col28a2b
4898,col2a1a,col2a1a
4899,col2a1b,col2a1b
4900,col4a1,col4a1
4901,col4a2,col4a2
4902,col4a3,col4a3
4903,col4a3bpa,col4a3bpa
4904,col4a3bpb,col4a3bpb
4905,col4a4,col4a4
4906,col4a5,col4a5
4907,col4a6,col4a6
4908,col5a2a,col5a2a
4909,col5a2b,col5a2b
4910,col5a3a,col5a3a
4911,col5a3b,col5a3b
4912,col6a1,col6a1
4913,col6a2,col6a2
4914,col6a3,col6a3
4915,col6a4a,col6a4a
4916,col7a1,col7a1
4917,col7a1l,col7a1l
4918,col8a1a,col8a1a
4919,col8a1b,col8a1b
4920,col8a2,col8a2
4921,col9a1b,col9a1b
4922,col9a2,col9a2
4923,col9a3,col9a3
4924,COLEC10,COLEC10
4925,colec11,colec11
4926,colec12,colec12
4927,colgalt1,colgalt1
4929,colgalt2,colgalt2
4930,colq,colq
4931,commd1,commd1
4932,commd10,commd10
4933,commd2,commd2
4934,commd3,commd3
4935,commd4,commd4
4936,commd5,commd5
4937,commd6,commd6
4938,commd7,commd7
4939,commd8,commd8
4940,commd9,commd9
4941,comta,comta
4942,comtb,comtb
4943,comtd1,comtd1
4944,cop1,cop1
4945,copa,copa
4946,copb1,copb1
4947,copb2,copb2
4948,cope,cope
4949,copg2,copg2
4950,cops2,cops2
4951,cops3,cops3
4952,cops4,cops4
4953,cops5,cops5
4954,cops7a,cops7a
4955,cops8,cops8
4956,cops9,cops9
4957,copz1,copz1
4958,copz2,copz2
4959,COQ10A,COQ10A
4960,coq10b,coq10b
4961,coq2,coq2
4962,coq3,coq3
4963,coq4,coq4
4964,coq5,coq5
4965,coq6,coq6
4966,coq7,coq7
4967,coq8a,coq8a
4968,coq8b,coq8b
4969,coq9,coq9
4970,corin,corin
4971,coro1a,coro1a
4972,coro1b,coro1b
4973,coro1ca,coro1ca
4974,coro1cb,coro1cb
4975,coro2a,coro2a
4976,coro2ba,coro2ba
4977,coro2bb,coro2bb
4978,coro6,coro6
4979,coro7,coro7
4980,cort,cort
4981,cotl1,cotl1
4982,cox10,cox10
4983,cox11,cox11
4984,cox14,cox14
4985,cox15,cox15
4986,cox16,cox16
4987,cox17,cox17
4988,cox18,cox18
4989,cox19,cox19
4990,cox20,cox20
4991,COX3,COX3
4992,cox4i1,cox4i1
4993,cox4i1l,cox4i1l
4994,cox4i2,cox4i2
4995,cox5aa,cox5aa
4996,cox5ab,cox5ab
4997,COX5B,COX5B
4998,cox5b2,cox5b2
4999,cox6a1,cox6a1
5000,cox6a2,cox6a2
5001,cox6b1,cox6b1
5002,cox6b2,cox6b2
5003,cox6c,cox6c
5004,cox7a1,cox7a1
5005,COX7A2,COX7A2
5006,cox7a2a,cox7a2a
5007,cox7a2l,cox7a2l
5008,cox7b,cox7b
5009,cox7c,cox7c
5010,cox8a,cox8a
5011,cox8b,cox8b
5012,cp,cp
5013,cpa1,cpa1
5014,cpa2,cpa2
5015,cpa4,cpa4
5016,cpa5,cpa5
5017,cpa6,cpa6
5018,cpamd8,cpamd8
5019,cpb1,cpb1
5020,cpb2,cpb2
5021,cpda,cpda
5022,cpdb,cpdb
5023,cpe,cpe
5024,cpeb1a,cpeb1a
5025,cpeb1b,cpeb1b
5026,cpeb2,cpeb2
5027,cpeb3,cpeb3
5028,cpeb4a,cpeb4a
5029,cpeb4b,cpeb4b
5030,cped1,cped1
5031,cplx2,cplx2
5032,cplx2l,cplx2l
5033,cplx3b,cplx3b
5034,cplx4a,cplx4a
5035,cpm,cpm
5036,cpn1,cpn1
5037,cpne1,cpne1
5038,cpne2,cpne2
5039,cpne3,cpne3
5040,cpne4a,cpne4a
5041,cpne5a,cpne5a
5042,cpne5b,cpne5b
5043,cpne7,cpne7
5044,cpne9,cpne9
5045,cpo,cpo
5046,cpox,cpox
5047,cpped1,cpped1
5048,cps1,cps1
5049,cpsf1,cpsf1
5050,cpsf2,cpsf2
5051,cpsf3,cpsf3
5052,cpsf4,cpsf4
5053,cpsf6,cpsf6
5054,cpt1aa,cpt1aa
5055,cpt1b,cpt1b
5056,cpt1cb,cpt1cb
5057,cptp,cptp
5058,cpvl,cpvl
5059,cpxm1b,cpxm1b
5060,cpz,cpz
5061,CR293502.1,CR293502.1
5062,CR293507.1,CR293507.1
5063,CR293508.1,CR293508.1
5064,CR293509.1,CR293509.1
5065,CR293511.1,CR293511.1
5066,CR293531.1,CR293531.1
5067,CR293531.2,CR293531.2
5068,CR318588.1,CR318588.1
5069,CR318588.2,CR318588.2
5070,CR318588.3,CR318588.3
5071,CR318599.2,CR318599.2
5072,CR318600.2,CR318600.2
5073,CR318601.1,CR318601.1
5074,CR318603.1,CR318603.1
5075,CR318614.1,CR318614.1
5076,CR318620.1,CR318620.1
5077,CR318624.2,CR318624.2
5078,CR318653.1,CR318653.1
5079,CR318658.1,CR318658.1
5080,CR318668.1,CR318668.1
5081,CR318673.1,CR318673.1
5082,CR318674.1,CR318674.1
5083,CR339041.1,CR339041.1
5084,CR339041.2,CR339041.2
5085,CR339041.3,CR339041.3
5086,CR339044.1,CR339044.1
5087,CR339054.1,CR339054.1
5088,CR339054.2,CR339054.2
5089,CR339059.1,CR339059.1
5090,CR339059.3,CR339059.3
5091,CR339059.4,CR339059.4
5092,CR352218.1,CR352218.1
5093,CR352220.1,CR352220.1
5094,CR352226.3,CR352226.3
5095,CR352226.4,CR352226.4
5096,CR352226.5,CR352226.5
5097,CR352226.6,CR352226.6
5098,CR352228.1,CR352228.1
5099,CR352232.1,CR352232.1
5100,CR352243.1,CR352243.1
5101,CR352243.2,CR352243.2
5102,CR352253.1,CR352253.1
5103,CR352292.1,CR352292.1
5104,CR352310.1,CR352310.1
5105,CR352329.1,CR352329.1
5106,CR352342.1,CR352342.1
5107,CR354372.1,CR354372.1
5108,CR354377.1,CR354377.1
5109,CR354383.1,CR354383.1
5110,CR354430.3,CR354430.3
5111,CR354430.4,CR354430.4
5112,CR354435.1,CR354435.1
5113,CR354435.2,CR354435.2
5114,CR354435.3,CR354435.3
5115,CR354444.1,CR354444.1
5116,CR354444.2,CR354444.2
5117,CR354537.1,CR354537.1
5118,CR354538.1,CR354538.1
5119,CR354540.1,CR354540.1
5120,CR354540.2,CR354540.2
5121,CR354542.1,CR354542.1
5122,CR354547.1,CR354547.1
5123,CR354549.11,CR354549.11
5124,CR354549.3,CR354549.3
5125,CR354556.2,CR354556.2
5126,CR354556.3,CR354556.3
5127,CR354564.1,CR354564.1
5128,CR354564.2,CR354564.2
5129,CR354581.1,CR354581.1
5130,CR354588.1,CR354588.1
5131,CR354610.1,CR354610.1
5132,CR356222.1,CR356222.1
5133,CR356223.2,CR356223.2
5134,CR356227.1,CR356227.1
5135,CR356233.1,CR356233.1
5136,CR356233.2,CR356233.2
5137,CR356236.1,CR356236.1
5138,CR356242.1,CR356242.1
5139,CR356246.1,CR356246.1
5141,CR361560.1,CR361560.1
5142,CR376737.1,CR376737.1
5143,CR376740.2,CR376740.2
5144,CR376741.1,CR376741.1
5145,CR376741.2,CR376741.2
5146,CR376741.3,CR376741.3
5147,CR376741.4,CR376741.4
5148,CR376741.6,CR376741.6
5149,CR376747.1,CR376747.1
5150,CR376748.1,CR376748.1
5151,CR376751.1,CR376751.1
5152,CR376762.1,CR376762.1
5153,CR376766.1,CR376766.1
5154,CR376766.2,CR376766.2
5155,CR376766.3,CR376766.3
5156,CR376776.1,CR376776.1
5157,CR376783.1,CR376783.1
5158,CR376800.1,CR376800.1
5159,CR376821.1,CR376821.1
5160,CR376825.1,CR376825.1
5161,CR376838.1,CR376838.1
5162,CR376857.1,CR376857.1
5163,CR376861.1,CR376861.1
5164,CR377210.1,CR377210.1
5165,CR377211.1,CR377211.1
5166,CR377211.3,CR377211.3
5167,CR377211.4,CR377211.4
5168,CR377229.1,CR377229.1
5169,CR381531.2,CR381531.2
5170,CR381534.1,CR381534.1
5171,CR381540.3,CR381540.3
5172,CR381544.1,CR381544.1
5173,CR381544.2,CR381544.2
5174,CR381579.2,CR381579.2
5175,CR381579.4,CR381579.4
5176,CR381618.1,CR381618.1
5177,CR381646.1,CR381646.1
5178,CR381647.1,CR381647.1
5179,CR381647.3,CR381647.3
5180,CR381657.1,CR381657.1
5181,CR381673.1,CR381673.1
5182,CR381673.2,CR381673.2
5184,CR381684.1,CR381684.1
5185,CR381686.1,CR381686.1
5186,CR381686.2,CR381686.2
5187,CR381686.3,CR381686.3
5188,CR381686.4,CR381686.4
5189,CR381686.5,CR381686.5
5190,CR381689.1,CR381689.1
5191,CR381700.1,CR381700.1
5192,CR382294.1,CR382294.1
5193,CR382300.1,CR382300.1
5194,CR382300.2,CR382300.2
5195,CR382300.3,CR382300.3
5196,CR382325.1,CR382325.1
5197,CR382326.1,CR382326.1
5199,CR382327.2,CR382327.2
5200,CR382327.3,CR382327.3
5201,CR382334.1,CR382334.1
5202,CR382337.2,CR382337.2
5203,CR382337.3,CR382337.3
5204,CR382370.1,CR382370.1
5205,CR382370.2,CR382370.2
5206,CR382383.2,CR382383.2
5207,CR383662.2,CR383662.2
5208,CR383662.4,CR383662.4
5209,CR383662.8,CR383662.8
5210,CR383668.2,CR383668.2
5211,CR383669.1,CR383669.1
5212,CR383669.2,CR383669.2
5213,CR383672.1,CR383672.1
5214,CR383672.2,CR383672.2
5215,CR383676.1,CR383676.1
5216,CR383676.2,CR383676.2
5217,CR383680.1,CR383680.1
5218,CR383680.2,CR383680.2
5220,CR383683.1,CR383683.1
5221,CR384055.1,CR384055.1
5222,CR384085.1,CR384085.1
5223,CR384099.1,CR384099.1
5224,CR385024.1,CR385024.1
5225,CR385041.1,CR385041.1
5226,CR385050.1,CR385050.1
5227,CR385053.1,CR385053.1
5228,CR385053.2,CR385053.2
5229,CR385053.3,CR385053.3
5230,CR385065.1,CR385065.1
5231,CR385067.1,CR385067.1
5232,CR385078.1,CR385078.1
5233,CR387919.1,CR387919.1
5234,CR387933.1,CR387933.1
5235,CR387984.1,CR387984.1
5236,CR387996.1,CR387996.1
5237,CR388008.1,CR388008.1
5238,CR388029.1,CR388029.1
5242,CR388047.1,CR388047.1
5243,CR388050.1,CR388050.1
5244,CR388055.1,CR388055.1
5245,CR388077.1,CR388077.1
5246,CR388079.1,CR388079.1
5247,CR388079.2,CR388079.2
5248,CR388102.1,CR388102.1
5249,CR388129.1,CR388129.1
5250,CR388132.2,CR388132.2
5251,CR388143.1,CR388143.1
5252,CR388148.1,CR388148.1
5253,CR388148.2,CR388148.2
5254,CR388156.1,CR388156.1
5255,CR388157.1,CR388157.1
5256,CR388163.1,CR388163.1
5257,CR388165.2,CR388165.2
5258,CR388166.1,CR388166.1
5259,CR388166.2,CR388166.2
5260,CR388168.2,CR388168.2
5261,CR388172.1,CR388172.1
5263,CR388184.1,CR388184.1
5264,CR388189.1,CR388189.1
5265,CR388190.1,CR388190.1
5266,CR388206.1,CR388206.1
5267,CR388207.1,CR388207.1
5268,CR388209.1,CR388209.1
5269,CR388228.1,CR388228.1
5270,CR388231.1,CR388231.1
5271,CR388231.2,CR388231.2
5272,CR388231.3,CR388231.3
5273,CR388363.2,CR388363.2
5274,CR388364.1,CR388364.1
5275,CR388369.1,CR388369.1
5276,CR388373.2,CR388373.2
5277,CR388378.1,CR388378.1
5278,CR388413.3,CR388413.3
5279,CR388417.1,CR388417.1
5280,CR388417.2,CR388417.2
5281,CR388421.1,CR388421.1
5282,CR391910.1,CR391910.1
5283,CR391910.2,CR391910.2
5284,CR391910.3,CR391910.3
5285,CR391915.1,CR391915.1
5286,CR391930.1,CR391930.1
5287,CR391940.1,CR391940.1
5288,CR391944.1,CR391944.1
5289,CR391977.1,CR391977.1
5290,CR391978.1,CR391978.1
5291,CR391986.1,CR391986.1
5292,CR391990.1,CR391990.1
5293,CR391991.3,CR391991.3
5294,CR391991.4,CR391991.4
5295,CR391991.5,CR391991.5
5296,CR391995.1,CR391995.1
5297,CR392001.4,CR392001.4
5298,CR392002.1,CR392002.1
5299,CR392012.1,CR392012.1
5300,CR392012.2,CR392012.2
5301,CR392024.1,CR392024.1
5302,CR392026.2,CR392026.2
5303,CR392036.1,CR392036.1
5304,CR392042.1,CR392042.1
5305,CR392045.1,CR392045.1
5307,CR392341.1,CR392341.1
5308,CR392341.3,CR392341.3
5309,CR392341.4,CR392341.4
5310,CR392363.2,CR392363.2
5311,CR394535.1,CR394535.1
5312,CR394545.1,CR394545.1
5313,CR394552.1,CR394552.1
5314,CR394556.1,CR394556.1
5315,CR394572.1,CR394572.1
5316,CR396583.1,CR396583.1
5317,CR396584.1,CR396584.1
5318,CR396585.1,CR396585.1
5319,CR396595.1,CR396595.1
5320,CR405682.1,CR405682.1
5321,CR405710.2,CR405710.2
5322,CR407547.1,CR407547.1
5323,CR407550.1,CR407550.1
5324,CR407561.1,CR407561.1
5325,CR407561.2,CR407561.2
5326,CR407584.1,CR407584.1
5327,CR407585.1,CR407585.1
5328,CR407590.2,CR407590.2
5329,CR407594.1,CR407594.1
5330,CR407598.2,CR407598.2
5331,CR407701.1,CR407701.1
5332,CR450686.2,CR450686.2
5333,CR450686.3,CR450686.3
5334,CR450687.1,CR450687.1
5335,CR450696.1,CR450696.1
5336,CR450727.1,CR450727.1
5337,CR450738.1,CR450738.1
5338,CR450740.1,CR450740.1
5340,CR450749.3,CR450749.3
5341,CR450764.3,CR450764.3
5342,CR450777.1,CR450777.1
5343,CR450780.1,CR450780.1
5344,CR450780.2,CR450780.2
5345,CR450782.1,CR450782.1
5346,CR450785.1,CR450785.1
5347,CR450785.2,CR450785.2
5348,CR450786.1,CR450786.1
5349,CR450787.1,CR450787.1
5350,CR450793.1,CR450793.1
5351,CR450808.1,CR450808.1
5352,CR450808.2,CR450808.2
5353,CR450808.4,CR450808.4
5354,CR450812.1,CR450812.1
5355,CR450813.1,CR450813.1
5356,CR450824.1,CR450824.1
5357,CR450827.2,CR450827.2
5358,CR450832.1,CR450832.1
5359,CR450833.1,CR450833.1
5360,CR450836.1,CR450836.1
5361,CR450848.1,CR450848.1
5362,CR456627.1,CR456627.1
5363,CR457444.1,CR457444.1
5364,CR457444.2,CR457444.2
5365,CR457444.5,CR457444.5
5366,CR457444.7,CR457444.7
5367,CR457444.8,CR457444.8
5368,CR513782.1,CR513782.1
5369,CR513785.1,CR513785.1
5370,CR513789.1,CR513789.1
5372,CR524821.1,CR524821.1
5373,CR524827.1,CR524827.1
5374,CR533430.1,CR533430.1
5375,CR536604.1,CR536604.1
5376,CR538726.1,CR538726.1
5377,CR545465.1,CR545465.1
5378,CR545465.2,CR545465.2
5379,CR545466.1,CR545466.1
5380,CR545469.1,CR545469.1
5381,CR545469.2,CR545469.2
5382,CR545476.1,CR545476.1
5383,CR547131.1,CR547131.1
5384,CR548622.1,CR548622.1
5385,CR548622.2,CR548622.2
5386,CR548634.1,CR548634.1
5387,CR548634.2,CR548634.2
5388,CR550302.1,CR550302.1
5389,CR550302.2,CR550302.2
5390,CR550307.1,CR550307.1
5391,CR555293.1,CR555293.1
5392,CR556696.1,CR556696.1
5393,CR556709.1,CR556709.1
5394,CR556712.1,CR556712.1
5395,CR556713.1,CR556713.1
5396,CR559941.1,CR559941.1
5397,CR559944.1,CR559944.1
5398,CR559945.2,CR559945.2
5399,CR589875.1,CR589875.1
5400,CR589875.3,CR589875.3
5401,CR589882.1,CR589882.1
5402,CR589943.1,CR589943.1
5403,CR589944.1,CR589944.1
5404,CR589944.2,CR589944.2
5405,CR589944.3,CR589944.3
5406,CR589947.1,CR589947.1
5407,CR589947.2,CR589947.2
5408,CR589947.3,CR589947.3
5409,CR626866.1,CR626866.1
5410,CR626874.1,CR626874.1
5411,CR626882.2,CR626882.2
5412,CR626882.3,CR626882.3
5414,CR626884.4,CR626884.4
5415,CR626886.1,CR626886.1
5416,CR626886.2,CR626886.2
5417,CR626887.1,CR626887.1
5418,CR626887.2,CR626887.2
5419,CR626887.3,CR626887.3
5420,CR626889.1,CR626889.1
5421,CR626907.2,CR626907.2
5422,CR626944.1,CR626944.1
5423,CR626962.1,CR626962.1
5424,CR627496.1,CR627496.1
5425,CR628323.2,CR628323.2
5426,CR628324.1,CR628324.1
5427,CR628327.1,CR628327.1
5428,CR628341.1,CR628341.1
5429,CR628365.1,CR628365.1
5431,CR677513.1,CR677513.1
5432,CR677617.1,CR677617.1
5433,CR678070.1,CR678070.1
5434,CR735102.1,CR735102.1
5435,CR735121.1,CR735121.1
5436,CR749162.1,CR749162.1
5437,CR749164.1,CR749164.1
5438,CR749168.2,CR749168.2
5439,CR749752.1,CR749752.1
5440,CR749762.1,CR749762.1
5441,CR749763.1,CR749763.1
5442,CR749763.3,CR749763.3
5443,CR749763.5,CR749763.5
5444,CR749774.1,CR749774.1
5445,CR749775.1,CR749775.1
5446,CR749777.1,CR749777.1
5447,CR751227.1,CR751227.1
5448,CR751602.1,CR751602.1
5449,CR751602.2,CR751602.2
5450,CR751608.1,CR751608.1
5451,CR753874.1,CR753874.1
5452,CR753876.1,CR753876.1
5453,CR753886.1,CR753886.1
5454,CR753902.1,CR753902.1
5456,CR759797.1,CR759797.1
5457,CR759810.1,CR759810.1
5458,CR759816.1,CR759816.1
5459,CR759826.1,CR759826.1
5460,CR759830.1,CR759830.1
5461,CR759836.1,CR759836.1
5462,CR759841.1,CR759841.1
5463,CR759843.2,CR759843.2
5464,CR759845.1,CR759845.1
5465,CR759845.2,CR759845.2
5466,CR759845.3,CR759845.3
5467,CR759846.1,CR759846.1
5468,CR759863.2,CR759863.2
5469,CR759875.1,CR759875.1
5470,CR759879.1,CR759879.1
5471,CR759882.1,CR759882.1
5472,CR759885.1,CR759885.1
5473,CR759887.1,CR759887.1
5474,CR759887.2,CR759887.2
5475,CR759887.3,CR759887.3
5476,CR759887.4,CR759887.4
5477,CR759918.1,CR759918.1
5478,CR759927.1,CR759927.1
5479,CR759927.2,CR759927.2
5480,CR759927.3,CR759927.3
5481,CR759955.1,CR759955.1
5482,CR759968.2,CR759968.2
5483,CR762392.1,CR762392.1
5484,CR762400.1,CR762400.1
5485,CR762407.1,CR762407.1
5486,CR762407.2,CR762407.2
5487,CR762407.3,CR762407.3
5488,CR762420.1,CR762420.1
5489,CR762431.1,CR762431.1
5490,CR762436.1,CR762436.1
5491,CR762436.2,CR762436.2
5492,CR762470.1,CR762470.1
5493,CR762475.1,CR762475.1
5494,CR762480.2,CR762480.2
5495,CR762493.1,CR762493.1
5496,CR762497.1,CR762497.1
5497,CR769769.1,CR769769.1
5498,CR769769.2,CR769769.2
5499,CR769769.3,CR769769.3
5500,CR769772.1,CR769772.1
5501,CR769772.3,CR769772.3
5502,CR769777.2,CR769777.2
5503,CR769778.1,CR769778.1
5504,CR769778.2,CR769778.2
5505,CR774179.2,CR774179.2
5506,CR774179.3,CR774179.3
5507,CR774184.1,CR774184.1
5508,CR774192.1,CR774192.1
5509,CR786562.1,CR786562.1
5510,CR786571.1,CR786571.1
5511,CR786571.4,CR786571.4
5512,CR786576.1,CR786576.1
5513,CR786577.1,CR786577.1
5514,CR786582.1,CR786582.1
5515,CR786582.2,CR786582.2
5516,CR788226.1,CR788226.1
5517,CR788230.1,CR788230.1
5518,CR788235.1,CR788235.1
5519,CR788236.1,CR788236.1
5520,CR788248.1,CR788248.1
5521,CR788249.2,CR788249.2
5522,CR788254.1,CR788254.1
5523,CR788254.2,CR788254.2
5524,CR788254.3,CR788254.3
5525,CR788303.1,CR788303.1
5526,CR788311.1,CR788311.1
5527,CR788316.1,CR788316.1
5528,CR788316.2,CR788316.2
5529,CR788316.3,CR788316.3
5530,CR788316.4,CR788316.4
5531,CR788322.1,CR788322.1
5532,CR790362.1,CR790362.1
5533,CR790366.1,CR790366.1
5534,CR790366.2,CR790366.2
5535,CR790368.1,CR790368.1
5536,CR790377.1,CR790377.1
5537,CR790382.3,CR790382.3
5538,CR790388.1,CR790388.1
5539,CR792417.1,CR792417.1
5540,CR792422.1,CR792422.1
5541,CR792422.2,CR792422.2
5542,CR792424.1,CR792424.1
5543,CR792426.1,CR792426.1
5544,CR792437.1,CR792437.1
5545,CR792438.1,CR792438.1
5546,CR792438.2,CR792438.2
5547,CR792439.1,CR792439.1
5548,CR792441.1,CR792441.1
5549,CR792453.2,CR792453.2
